0.000000000,1,1,1,1,1,1,1,1
3.872475333,0,1,1,1,1,1,1,1
3.872485875,1,1,1,1,1,1,1,1
3.872486375,0,1,1,1,1,1,1,1
3.872499208,1,1,1,1,1,1,1,1
3.872499917,0,1,1,1,1,1,1,1
3.896646208,0,0,1,1,1,1,1,1
3.896648458,0,1,1,1,1,1,1,1
3.896666500,0,0,1,1,1,1,1,1
3.896668917,0,1,1,1,1,1,1,1
3.896669083,0,0,1,1,1,1,1,1
3.896670625,0,1,1,1,1,1,1,1
3.896671125,0,0,1,1,1,1,1,1
3.896672750,0,1,1,1,1,1,1,1
3.896673333,0,0,1,1,1,1,1,1
3.896676667,0,1,1,1,1,1,1,1
3.896677042,0,0,1,1,1,1,1,1
3.896680708,0,1,1,1,1,1,1,1
3.896683542,0,0,1,1,1,1,1,1
3.896686542,0,1,1,1,1,1,1,1
3.896686667,0,0,1,1,1,1,1,1
3.896691000,0,1,1,1,1,1,1,1
3.896697208,0,0,1,1,1,1,1,1
3.908756917,0,1,1,1,1,1,1,1
3.908756958,0,0,1,1,1,1,1,1
3.908761875,0,1,1,1,1,1,1,1
3.908761958,0,0,1,1,1,1,1,1
3.908773000,0,1,1,1,1,1,1,1
3.908773042,0,0,1,1,1,1,1,1
3.908782208,0,1,1,1,1,1,1,1
3.908782250,0,0,1,1,1,1,1,1
3.908789750,0,1,1,1,1,1,1,1
3.908789958,0,0,1,1,1,1,1,1
3.911018208,1,0,1,1,1,1,1,1
3.914996083,1,1,1,1,1,1,1,1
3.914996167,1,0,1,1,1,1,1,1
3.915039083,1,1,1,1,1,1,1,1
3.915039208,1,0,1,1,1,1,1,1
3.915063417,1,1,1,1,1,1,1,1
3.915063583,1,0,1,1,1,1,1,1
3.915074083,1,1,1,1,1,1,1,1
3.915074208,1,0,1,1,1,1,1,1
3.915093917,1,1,1,1,1,1,1,1
3.915094042,1,0,1,1,1,1,1,1
3.915104833,1,1,1,1,1,1,1,1
3.915104917,1,0,1,1,1,1,1,1
3.915122292,1,1,1,1,1,1,1,1
3.915122333,1,0,1,1,1,1,1,1
3.916381375,1,1,1,1,1,1,1,1
3.916381458,1,0,1,1,1,1,1,1
3.916383792,1,1,1,1,1,1,1,1
3.916383958,1,0,1,1,1,1,1,1
3.916387083,1,1,1,1,1,1,1,1
3.916387125,1,0,1,1,1,1,1,1
3.916395750,1,1,1,1,1,1,1,1
3.916396125,1,0,1,1,1,1,1,1
3.916401417,1,1,1,1,1,1,1,1
3.916401833,1,0,1,1,1,1,1,1
3.916406458,1,1,1,1,1,1,1,1
3.916406542,1,0,1,1,1,1,1,1
3.916412000,1,1,1,1,1,1,1,1
3.916412167,1,0,1,1,1,1,1,1
3.916414292,1,1,1,1,1,1,1,1
3.916414500,1,0,1,1,1,1,1,1
