"7","7.055440","3.2.3","host","USB","39","02a0af57e6160000fefe0000","URB_INTERRUPT in"
"9","7.059395","3.2.3","host","USB","39","02a0a857e516000000000000","URB_INTERRUPT in"
"11","7.063468","3.2.3","host","USB","39","02a09557f816000000000000","URB_INTERRUPT in"
"13","7.067421","3.2.3","host","USB","39","02a079570617000000000000","URB_INTERRUPT in"
"15","7.071453","3.2.3","host","USB","39","02a05c570a17000000000000","URB_INTERRUPT in"
"17","7.075445","3.2.3","host","USB","39","02a034572617000000000000","URB_INTERRUPT in"
"19","7.079480","3.2.3","host","USB","39","02a012574117000000000000","URB_INTERRUPT in"
"21","7.083420","3.2.3","host","USB","39","02a0e7566117000000000000","URB_INTERRUPT in"
"23","7.091482","3.2.3","host","USB","39","02a0b9566317000000000000","URB_INTERRUPT in"
"25","7.095479","3.2.3","host","USB","39","02a08e567217000000000000","URB_INTERRUPT in"
"27","7.099445","3.2.3","host","USB","39","02a060567017000000000000","URB_INTERRUPT in"
"29","7.103446","3.2.3","host","USB","39","02a039566f17000000000000","URB_INTERRUPT in"
"31","7.107445","3.2.3","host","USB","39","02a011566a17000000000000","URB_INTERRUPT in"
"33","7.111445","3.2.3","host","USB","39","02a0e0555d17000000000000","URB_INTERRUPT in"
"35","7.115445","3.2.3","host","USB","39","02a0b4554617000000000000","URB_INTERRUPT in"
"37","7.119445","3.2.3","host","USB","39","02a08d553617000000000000","URB_INTERRUPT in"
"39","7.123451","3.2.3","host","USB","39","02a064551d17000000000000","URB_INTERRUPT in"
"41","7.127455","3.2.3","host","USB","39","02a041550217000000000000","URB_INTERRUPT in"
"43","7.131450","3.2.3","host","USB","39","02a01d55e016000000000000","URB_INTERRUPT in"
"45","7.139451","3.2.3","host","USB","39","02a0fd54bc16000000000000","URB_INTERRUPT in"
"47","7.143474","3.2.3","host","USB","39","02a0e1549616000000000000","URB_INTERRUPT in"
"49","7.147427","3.2.3","host","USB","39","02a0c4547416000000000000","URB_INTERRUPT in"
"51","7.151563","3.2.3","host","USB","39","02a0af545216000000000000","URB_INTERRUPT in"
"53","7.155450","3.2.3","host","USB","39","02a098543216000000000000","URB_INTERRUPT in"
"55","7.159474","3.2.3","host","USB","39","02a07f541416000000000000","URB_INTERRUPT in"
"57","7.163425","3.2.3","host","USB","39","02a06754fa15000000000000","URB_INTERRUPT in"
"59","7.167456","3.2.3","host","USB","39","02a04d54e215000000000000","URB_INTERRUPT in"
"61","7.171475","3.2.3","host","USB","39","02a03554cd15000000000000","URB_INTERRUPT in"
"63","7.175474","3.2.3","host","USB","39","02a01d54b415000000000000","URB_INTERRUPT in"
"65","7.183427","3.2.3","host","USB","39","02a00054a515000000000000","URB_INTERRUPT in"
"67","7.187474","3.2.3","host","USB","39","02a0ea539915000000000000","URB_INTERRUPT in"
"69","7.191474","3.2.3","host","USB","39","02a0cf538e15000000000000","URB_INTERRUPT in"
"71","7.195473","3.2.3","host","USB","39","02a0b7538315000000000000","URB_INTERRUPT in"
"73","7.199449","3.2.3","host","USB","39","02a0a1537515000000000000","URB_INTERRUPT in"
"75","7.203450","3.2.3","host","USB","39","02a08e536f15000002020000","URB_INTERRUPT in"
"77","7.207450","3.2.3","host","USB","39","02a080536115000000000000","URB_INTERRUPT in"
"79","7.211400","3.2.3","host","USB","39","02a078535915000000000000","URB_INTERRUPT in"
"81","7.215425","3.2.3","host","USB","39","02a073535315000000000000","URB_INTERRUPT in"
"83","7.219418","3.2.3","host","USB","39","02a071534f15000000000000","URB_INTERRUPT in"
"85","7.223436","3.2.3","host","USB","39","02a071534f15000000000000","URB_INTERRUPT in"
"87","7.231472","3.2.3","host","USB","39","02a06e534b15000000010000","URB_INTERRUPT in"
"89","7.235445","3.2.3","host","USB","39","02a06e534b15000000020000","URB_INTERRUPT in"
"91","7.239443","3.2.3","host","USB","39","02a06e534b15000000020000","URB_INTERRUPT in"
"93","7.243448","3.2.3","host","USB","39","02a06e534b15000000030000","URB_INTERRUPT in"
"95","7.247443","3.2.3","host","USB","39","02a06e534b15000000030000","URB_INTERRUPT in"
"97","7.251456","3.2.3","host","USB","39","02a06e534b15000000020000","URB_INTERRUPT in"
"99","7.255443","3.2.3","host","USB","39","02a06e534b15000000020000","URB_INTERRUPT in"
"101","7.259445","3.2.3","host","USB","39","02a079536415000000020000","URB_INTERRUPT in"
"103","7.263442","3.2.3","host","USB","39","02a079536e15000000020000","URB_INTERRUPT in"
"105","7.267417","3.2.3","host","USB","39","02a07b537f15000000020000","URB_INTERRUPT in"
"107","7.271418","3.2.3","host","USB","39","02a07b538f15000000010000","URB_INTERRUPT in"
"109","7.279473","3.2.3","host","USB","39","02a07c53a715000000010000","URB_INTERRUPT in"
"111","7.283416","3.2.3","host","USB","39","02a08053b815000000000000","URB_INTERRUPT in"
"113","7.287424","3.2.3","host","USB","39","02a08153c415000000000000","URB_INTERRUPT in"
"115","7.291443","3.2.3","host","USB","39","02a08a53d615000000000000","URB_INTERRUPT in"
"117","7.295447","3.2.3","host","USB","39","02a09353e615000000000000","URB_INTERRUPT in"
"119","7.299441","3.2.3","host","USB","39","02a09a53f815000000000000","URB_INTERRUPT in"
"121","7.303442","3.2.3","host","USB","39","02a0a5530716000000000000","URB_INTERRUPT in"
